journey_id,trip_id,journey_start_datetime,journey_start_date,journey_start_time,journey_start_lon,journey_start_lat,journey_start_insee,journey_start_department,journey_start_town,journey_start_towngroup,journey_start_country,journey_end_datetime,journey_end_date,journey_end_time,journey_end_lon,journey_end_lat,journey_end_insee,journey_end_department,journey_end_town,journey_end_towngroup,journey_end_country,passenger_seats,operator_class,journey_distance,journey_duration,has_incentive
17337921,283c37df-d99a-49c9-bcc7-586d9d87b311,2023-08-03T18:20:00+02:00,2023-08-03,18:20:00,1.175,49.236,27351,27,Incarville,CA Seine-Eure,France,2023-08-03T19:00:00+02:00,2023-08-03,19:00:00,1.133,49.439,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,31810,40,NON
17337924,283c37df-d99a-49c9-bcc7-586d9d87b311,2023-08-03T18:20:00+02:00,2023-08-03,18:20:00,1.175,49.236,27351,27,Incarville,CA Seine-Eure,France,2023-08-03T19:00:00+02:00,2023-08-03,19:00:00,1.133,49.439,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,31810,40,NON
17337978,b92a9d1b-ef9b-40b0-b2da-f01b27e9c0e9,2023-08-03T18:20:00+02:00,2023-08-03,18:20:00,1.175,49.223,27375,27,Louviers,CA Seine-Eure,France,2023-08-03T19:00:00+02:00,2023-08-03,19:00:00,1.133,49.439,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,33223,41,NON
17338030,31bbf51e-2fec-4965-9db9-2352768f67af,2023-08-03T18:20:00+02:00,2023-08-03,18:20:00,0.88,49.516,76631,76,Saint-PaÃ«r,MÃ©tropole Rouen Normandie,France,2023-08-03T19:00:00+02:00,2023-08-03,19:00:00,1.093,49.448,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,23104,34,NON
17338056,9e3b3911-5d42-4293-a258-a694970b2d40,2023-08-03T18:20:00+02:00,2023-08-03,18:20:00,0.96,49.531,76057,76,Barentin,CC Caux - Austreberthe,France,2023-08-03T18:50:00+02:00,2023-08-03,18:50:00,1.094,49.441,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,18181,32,NON
17338125,7caa0a69-616d-48bb-8a1b-bddb7df37f9d,2023-08-03T18:20:00+02:00,2023-08-03,18:20:00,1.082,49.425,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-03T19:00:00+02:00,2023-08-03,19:00:00,0.793,49.24,27536,27,Saint-Ãloi-de-Fourques,CC Intercom Bernay Terres de Normandie,France,1,C,45594,35,NON
17338255,cf5d15ce-530b-48f4-8e63-e07bced5c152,2023-08-03T18:20:00+02:00,2023-08-03,18:20:00,1.391,49.02,27448,27,Pacy-sur-Eure,CA Seine Normandie AgglomÃ©ration,France,2023-08-03T19:10:00+02:00,2023-08-03,19:10:00,1.095,49.442,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,64346,56,NON
17338256,cf5d15ce-530b-48f4-8e63-e07bced5c152,2023-08-03T18:20:00+02:00,2023-08-03,18:20:00,1.391,49.02,27448,27,Pacy-sur-Eure,CA Seine Normandie AgglomÃ©ration,France,2023-08-03T19:10:00+02:00,2023-08-03,19:10:00,1.095,49.442,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,64346,56,NON
17338756,cf5d15ce-530b-48f4-8e63-e07bced5c152,2023-08-03T18:20:00+02:00,2023-08-03,18:20:00,1.391,49.02,27448,27,Pacy-sur-Eure,CA Seine Normandie AgglomÃ©ration,France,2023-08-03T19:10:00+02:00,2023-08-03,19:10:00,1.095,49.442,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,64346,51,NON
17341565,5b8a2914-a999-4a04-a756-5596f73cf2b7,2023-08-03T18:20:00+02:00,2023-08-03,18:20:00,1.085,49.429,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-03T18:30:00+02:00,2023-08-03,18:30:00,0.93,49.343,76391,76,La Londe,MÃ©tropole Rouen Normandie,France,1,C,20571,15,NON
17342769,7b8d04f0-3c32-424b-bf30-b97606949bb5,2023-08-03T18:20:00+02:00,2023-08-03,18:20:00,1.175,49.252,27701,27,Val-de-Reuil,CA Seine-Eure,France,2023-08-03T18:40:00+02:00,2023-08-03,18:40:00,1.078,49.436,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,B,32828,26,NON
17342762,81bf9427-41a3-4958-9cbc-6fcc2a66eca1,2023-08-03T18:20:00+02:00,2023-08-03,18:20:00,1.175,49.252,27701,27,Val-de-Reuil,CA Seine-Eure,France,2023-08-03T18:40:00+02:00,2023-08-03,18:40:00,1.078,49.436,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,B,32828,26,NON
17337675,59da56f8-1fd3-4358-88cd-71f0f30a741a,2023-08-03T18:30:00+02:00,2023-08-03,18:30:00,1.15,49.488,76377,76,Isneauville,MÃ©tropole Rouen Normandie,France,2023-08-03T18:40:00+02:00,2023-08-03,18:40:00,1.114,49.449,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,6914,14,NON
17337878,0d948bda-24f7-4329-b3f6-518184304d84,2023-08-03T18:30:00+02:00,2023-08-03,18:30:00,1.107,49.441,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-03T18:50:00+02:00,2023-08-03,18:50:00,1.161,49.495,76377,76,Isneauville,MÃ©tropole Rouen Normandie,France,1,C,11265,14,NON
17337981,f2af9645-86ad-4f24-b697-b29f55960c9d,2023-08-03T18:30:00+02:00,2023-08-03,18:30:00,1.044,49.525,76402,76,Malaunay,MÃ©tropole Rouen Normandie,France,2023-08-03T19:00:00+02:00,2023-08-03,19:00:00,1.079,49.436,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,16884,21,NON
17338025,c18238c9-4af3-4a0c-b879-87a99853198a,2023-08-03T18:30:00+02:00,2023-08-03,18:30:00,1.173,49.241,27701,27,Val-de-Reuil,CA Seine-Eure,France,2023-08-03T19:00:00+02:00,2023-08-03,19:00:00,1.092,49.426,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,32855,35,NON
17338089,162a8d48-fb50-497d-a3b8-d1caef706220,2023-08-03T18:30:00+02:00,2023-08-03,18:30:00,1.175,49.224,27375,27,Louviers,CA Seine-Eure,France,2023-08-03T19:10:00+02:00,2023-08-03,19:10:00,1.133,49.439,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,33140,42,NON
17338122,ad072427-3cc8-42b9-b432-52df33e350f4,2023-08-03T18:30:00+02:00,2023-08-03,18:30:00,1.165,49.261,27351,27,Incarville,CA Seine-Eure,France,2023-08-03T19:00:00+02:00,2023-08-03,19:00:00,1.055,49.453,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,29751,29,NON
17338207,40784b79-8143-48b8-9681-9473f2b5be7a,2023-08-03T18:30:00+02:00,2023-08-03,18:30:00,1.175,49.224,27375,27,Louviers,CA Seine-Eure,France,2023-08-03T19:10:00+02:00,2023-08-03,19:10:00,1.133,49.439,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,33119,40,NON
17338750,adba1563-384d-48eb-a271-9071156cd5e6,2023-08-03T18:30:00+02:00,2023-08-03,18:30:00,0.813,49.475,76709,76,Le Trait,MÃ©tropole Rouen Normandie,France,2023-08-03T19:10:00+02:00,2023-08-03,19:10:00,1.113,49.443,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,29836,37,NON
17338920,c81d74c2-1c2b-47a4-8c46-969b70f837c8,2023-08-03T18:30:00+02:00,2023-08-03,18:30:00,0.369,49.746,76259,76,FÃ©camp,CA FÃ©camp Caux Littoral AgglomÃ©ration,France,2023-08-03T19:30:00+02:00,2023-08-03,19:30:00,1.069,49.449,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,68787,61,NON
17341631,c1753929-efa7-4ec3-bfa9-b7b4f07538fa,2023-08-03T18:30:00+02:00,2023-08-03,18:30:00,1.182,49.208,27375,27,Louviers,CA Seine-Eure,France,2023-08-03T18:50:00+02:00,2023-08-03,18:50:00,1.075,49.425,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,30972,22,NON
17341680,c1753929-efa7-4ec3-bfa9-b7b4f07538fa,2023-08-03T18:30:00+02:00,2023-08-03,18:30:00,1.156,49.032,27229,27,Ãvreux,CA Evreux Portes de Normandie,France,2023-08-03T19:10:00+02:00,2023-08-03,19:10:00,1.075,49.434,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,54674,37,NON
17338230,2ed2ce6a-956f-4bb3-968e-6062bb746f3e,2023-08-03T18:40:00+02:00,2023-08-03,18:40:00,1.162,49.264,27528,27,Le Vaudreuil,CA Seine-Eure,France,2023-08-03T19:10:00+02:00,2023-08-03,19:10:00,1.055,49.453,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,29363,27,NON
17342837,cf43c0ef-824e-42e8-8448-0db5ac602a04,2023-08-03T18:40:00+02:00,2023-08-03,18:40:00,1.01,49.511,76402,76,Malaunay,MÃ©tropole Rouen Normandie,France,2023-08-03T18:50:00+02:00,2023-08-03,18:50:00,1.07,49.446,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,B,11445,18,NON
17342850,26060bb3-6a46-43e6-9b81-d18ccf94be20,2023-08-03T18:40:00+02:00,2023-08-03,18:40:00,1.175,49.252,27701,27,Val-de-Reuil,CA Seine-Eure,France,2023-08-03T19:00:00+02:00,2023-08-03,19:00:00,1.078,49.436,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,B,32828,26,NON
17338205,b67c0fb7-0829-4017-866b-c08984b43b63,2023-08-03T18:40:00+02:00,2023-08-03,18:40:00,1.159,49.271,27528,27,Le Vaudreuil,CA Seine-Eure,France,2023-08-03T19:10:00+02:00,2023-08-03,19:10:00,1.055,49.453,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,28512,25,NON
17338189,b67c0fb7-0829-4017-866b-c08984b43b63,2023-08-03T18:40:00+02:00,2023-08-03,18:40:00,1.159,49.271,27528,27,Le Vaudreuil,CA Seine-Eure,France,2023-08-03T19:10:00+02:00,2023-08-03,19:10:00,1.055,49.453,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,28512,27,NON
17342849,26060bb3-6a46-43e6-9b81-d18ccf94be20,2023-08-03T18:40:00+02:00,2023-08-03,18:40:00,1.176,49.253,27701,27,Val-de-Reuil,CA Seine-Eure,France,2023-08-03T19:00:00+02:00,2023-08-03,19:00:00,1.079,49.429,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,32828,22,NON
17338085,ac0e663c-c742-43fe-8bcf-89fc27d37137,2023-08-03T18:40:00+02:00,2023-08-03,18:40:00,1.074,49.419,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-03T18:50:00+02:00,2023-08-03,18:50:00,1.099,49.393,76575,76,Saint-Ãtienne-du-Rouvray,MÃ©tropole Rouen Normandie,France,1,C,5076,13,NON
17338099,3b7fa76d-b92a-4473-adff-c3b7a05b7d22,2023-08-03T18:40:00+02:00,2023-08-03,18:40:00,1.204,49.267,27701,27,Val-de-Reuil,CA Seine-Eure,France,2023-08-03T19:10:00+02:00,2023-08-03,19:10:00,1.083,49.433,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,33003,31,NON
17338192,ac9a0cba-8fe6-4e09-aa12-20463fc32049,2023-08-03T18:40:00+02:00,2023-08-03,18:40:00,1.17,49.237,27701,27,Val-de-Reuil,CA Seine-Eure,France,2023-08-03T19:00:00+02:00,2023-08-03,19:00:00,1.076,49.445,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,33444,25,NON
17338216,befef34b-35cd-4367-812d-66599cfda6d6,2023-08-03T18:40:00+02:00,2023-08-03,18:40:00,1.199,49.265,27701,27,Val-de-Reuil,CA Seine-Eure,France,2023-08-03T19:10:00+02:00,2023-08-03,19:10:00,1.078,49.42,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,31739,28,NON
17338229,2ed2ce6a-956f-4bb3-968e-6062bb746f3e,2023-08-03T18:40:00+02:00,2023-08-03,18:40:00,1.162,49.264,27528,27,Le Vaudreuil,CA Seine-Eure,France,2023-08-03T19:10:00+02:00,2023-08-03,19:10:00,1.055,49.453,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,29363,27,NON
17338702,c6a365bd-b65b-41df-9720-e77b810e77cf,2023-08-03T18:40:00+02:00,2023-08-03,18:40:00,1.17,49.237,27701,27,Val-de-Reuil,CA Seine-Eure,France,2023-08-03T19:10:00+02:00,2023-08-03,19:10:00,1.096,49.441,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,34876,33,NON
17338816,feb5f525-5bde-4d3a-aac9-6412527761ce,2023-08-03T18:50:00+02:00,2023-08-03,18:50:00,1.045,49.635,76066,76,Beautot,CC Terroir de Caux,France,2023-08-03T19:20:00+02:00,2023-08-03,19:20:00,1.11,49.448,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,30238,28,NON
17338902,bb97d1f1-b50b-48a5-ae83-4f74483ac7ad,2023-08-03T18:50:00+02:00,2023-08-03,18:50:00,0.793,49.481,76709,76,Le Trait,MÃ©tropole Rouen Normandie,France,2023-08-03T19:30:00+02:00,2023-08-03,19:30:00,1.068,49.445,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,27661,45,NON
17338238,b80ec76f-ed20-4d6f-a6fe-d5d9c43d621b,2023-08-03T18:50:00+02:00,2023-08-03,18:50:00,1.081,49.435,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-03T19:10:00+02:00,2023-08-03,19:10:00,1.171,49.401,76475,76,Franqueville-Saint-Pierre,MÃ©tropole Rouen Normandie,France,1,C,12933,22,NON
17338738,4a001944-48d8-40b5-8549-0b98bdcfc985,2023-08-03T19:00:00+02:00,2023-08-03,19:00:00,1.093,49.447,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-03T19:20:00+02:00,2023-08-03,19:20:00,1.202,49.443,76591,76,Saint-Jacques-sur-DarnÃ©tal,MÃ©tropole Rouen Normandie,France,1,C,10047,19,NON
17338253,15211e28-dfff-4a92-b9bc-2d98056d343b,2023-08-03T19:00:00+02:00,2023-08-03,19:00:00,1.089,49.475,76451,76,Mont-Saint-Aignan,MÃ©tropole Rouen Normandie,France,2023-08-03T19:10:00+02:00,2023-08-03,19:10:00,1.093,49.449,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,3823,11,NON
17338254,da8becf8-5ab5-46e4-a54e-e0dc9b9fba45,2023-08-03T19:00:00+02:00,2023-08-03,19:00:00,1.095,49.448,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-03T19:20:00+02:00,2023-08-03,19:20:00,1.141,49.495,76377,76,Isneauville,MÃ©tropole Rouen Normandie,France,1,C,7292,17,NON
17338877,965f4d4a-9741-4fae-9c20-81359019cb1b,2023-08-03T19:00:00+02:00,2023-08-03,19:00:00,1.168,49.239,27701,27,Val-de-Reuil,CA Seine-Eure,France,2023-08-03T19:30:00+02:00,2023-08-03,19:30:00,1.064,49.446,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,33021,27,NON
17338883,965f4d4a-9741-4fae-9c20-81359019cb1b,2023-08-03T19:00:00+02:00,2023-08-03,19:00:00,1.168,49.239,27701,27,Val-de-Reuil,CA Seine-Eure,France,2023-08-03T19:30:00+02:00,2023-08-03,19:30:00,1.064,49.446,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,33020,27,NON
17338938,d5790664-c0f4-4b9d-854a-707927ad4394,2023-08-03T19:00:00+02:00,2023-08-03,19:00:00,1.079,49.444,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-03T19:30:00+02:00,2023-08-03,19:30:00,1.013,49.281,76165,76,Caudebec-lÃ¨s-Elbeuf,MÃ©tropole Rouen Normandie,France,1,C,23782,26,NON
17338248,25109909-e221-46ff-9be5-03246f731a29,2023-08-03T19:10:00+02:00,2023-08-03,19:10:00,1.093,49.426,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-03T19:20:00+02:00,2023-08-03,19:20:00,1.133,49.439,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,3742,7,NON
17338251,a09ed5f5-4bc7-433d-9b25-104a99e4e973,2023-08-03T19:10:00+02:00,2023-08-03,19:10:00,1.081,49.423,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-03T19:20:00+02:00,2023-08-03,19:20:00,1.075,49.405,76575,76,Saint-Ãtienne-du-Rouvray,MÃ©tropole Rouen Normandie,France,1,C,2796,8,NON
17338980,a37b1a9e-d55f-4e7d-878b-654131ac79c3,2023-08-03T19:10:00+02:00,2023-08-03,19:10:00,1.247,49.475,76740,76,La Vieux-Rue,CC Inter-Caux-Vexin,France,2023-08-03T19:30:00+02:00,2023-08-03,19:30:00,1.074,49.424,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,16323,21,NON
17339107,811ea9b0-69ce-4e65-83c4-4bc4ec9ca010,2023-08-03T19:10:00+02:00,2023-08-03,19:10:00,1.085,49.432,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-03T19:50:00+02:00,2023-08-03,19:50:00,1.216,49.386,76116,76,Boos,MÃ©tropole Rouen Normandie,France,1,C,15857,36,NON
17339150,f0b8ab64-c5ea-40d4-8132-e6d9cd455327,2023-08-03T19:10:00+02:00,2023-08-03,19:10:00,0.79,49.482,76709,76,Le Trait,MÃ©tropole Rouen Normandie,France,2023-08-03T19:40:00+02:00,2023-08-03,19:40:00,1.076,49.448,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,27633,32,NON
17338737,c2bff395-c38b-49a6-adf6-973652f7b0e3,2023-08-03T19:10:00+02:00,2023-08-03,19:10:00,1.079,49.421,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-03T19:30:00+02:00,2023-08-03,19:30:00,1.039,49.388,76497,76,Petit-Couronne,MÃ©tropole Rouen Normandie,France,1,C,8247,18,NON
17339021,96d9425b-ce90-48f7-b6bd-c9d640e34081,2023-08-03T19:20:00+02:00,2023-08-03,19:20:00,1.069,49.448,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-03T19:30:00+02:00,2023-08-03,19:30:00,1.045,49.413,76322,76,Le Grand-Quevilly,MÃ©tropole Rouen Normandie,France,1,C,7030,16,NON
17338853,d906517b-1a94-4d7f-8bf5-f10e8bfa8a61,2023-08-03T19:20:00+02:00,2023-08-03,19:20:00,1.09,49.474,76451,76,Mont-Saint-Aignan,MÃ©tropole Rouen Normandie,France,2023-08-03T19:30:00+02:00,2023-08-03,19:30:00,1.087,49.448,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,4092,9,NON
17339026,f00227fc-4133-4582-af90-4e8a99fd0330,2023-08-03T19:20:00+02:00,2023-08-03,19:20:00,1.038,49.526,76402,76,Malaunay,MÃ©tropole Rouen Normandie,France,2023-08-03T19:50:00+02:00,2023-08-03,19:50:00,1.055,49.453,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,14765,23,NON
17339032,7714d26b-db67-4af0-8f83-07d614d72013,2023-08-03T19:20:00+02:00,2023-08-03,19:20:00,1.082,49.427,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-03T19:50:00+02:00,2023-08-03,19:50:00,1.205,49.385,76116,76,Boos,MÃ©tropole Rouen Normandie,France,1,C,15670,30,NON
17339099,3b27c557-0a0d-410d-87dc-82a45990950d,2023-08-03T19:20:00+02:00,2023-08-03,19:20:00,1.111,49.438,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-03T19:40:00+02:00,2023-08-03,19:40:00,0.914,49.571,76135,76,Bouville,CC Caux - Austreberthe,France,1,C,24949,25,NON
17339162,604e25f8-b5b6-4764-bcbf-dcc9e9f009d6,2023-08-03T19:20:00+02:00,2023-08-03,19:20:00,1.09,49.443,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-03T20:00:00+02:00,2023-08-03,20:00:00,1.226,49.325,27458,27,PÃ®tres,CA Seine-Eure,France,1,C,21876,36,NON
17340509,4af7d818-5136-4abb-a41f-93fd451409dd,2023-08-03T19:20:00+02:00,2023-08-03,19:20:00,1.087,49.428,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-03T20:00:00+02:00,2023-08-03,20:00:00,1.253,49.512,76453,76,Morgny-la-Pommeraye,CC Inter-Caux-Vexin,France,1,C,19085,36,NON
17338826,0b87c0cf-356b-4776-842d-cf0d0af68e40,2023-08-03T19:20:00+02:00,2023-08-03,19:20:00,1.09,49.476,76451,76,Mont-Saint-Aignan,MÃ©tropole Rouen Normandie,France,2023-08-03T19:30:00+02:00,2023-08-03,19:30:00,1.095,49.448,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,4365,14,NON
17339017,96d9425b-ce90-48f7-b6bd-c9d640e34081,2023-08-03T19:20:00+02:00,2023-08-03,19:20:00,1.069,49.448,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-03T19:40:00+02:00,2023-08-03,19:40:00,1.045,49.413,76322,76,Le Grand-Quevilly,MÃ©tropole Rouen Normandie,France,1,C,7030,16,NON
17340343,d063f310-e55a-4e23-8139-57eb1de1db61,2023-08-03T19:30:00+02:00,2023-08-03,19:30:00,1.068,49.446,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-03T19:50:00+02:00,2023-08-03,19:50:00,1.12,49.425,76103,76,Bonsecours,MÃ©tropole Rouen Normandie,France,1,C,5094,18,NON
17339212,140277bd-82ba-44cf-9888-74146eca6011,2023-08-03T19:30:00+02:00,2023-08-03,19:30:00,1.102,49.441,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-03T20:00:00+02:00,2023-08-03,20:00:00,1.258,49.589,76756,76,Yquebeuf,CC Inter-Caux-Vexin,France,1,C,26047,26,NON
17339244,7c253e88-6768-4259-9415-d3e1a7db69ca,2023-08-03T19:40:00+02:00,2023-08-03,19:40:00,1.011,49.569,76287,76,Fresquiennes,CC Inter-Caux-Vexin,France,2023-08-03T20:00:00+02:00,2023-08-03,20:00:00,1.091,49.44,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,25078,24,NON
17339062,513b4cca-9718-43d8-a912-7fc3beeb4cb5,2023-08-03T19:40:00+02:00,2023-08-03,19:40:00,1.101,49.474,76108,76,Bois-Guillaume,MÃ©tropole Rouen Normandie,France,2023-08-03T19:50:00+02:00,2023-08-03,19:50:00,1.087,49.443,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,4578,12,NON
17339260,7c253e88-6768-4259-9415-d3e1a7db69ca,2023-08-03T19:40:00+02:00,2023-08-03,19:40:00,1.011,49.569,76287,76,Fresquiennes,CC Inter-Caux-Vexin,France,2023-08-03T20:00:00+02:00,2023-08-03,20:00:00,1.091,49.44,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,25078,22,NON
17339122,36a52667-caeb-469c-ac43-c76d6d2e23f6,2023-08-03T19:40:00+02:00,2023-08-03,19:40:00,1.083,49.424,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-03T20:00:00+02:00,2023-08-03,20:00:00,1.136,49.399,76005,76,Amfreville-la-Mi-Voie,MÃ©tropole Rouen Normandie,France,1,C,7501,16,NON
17339151,bc8f4ccc-5e6d-4865-acbe-e060a7cfee18,2023-08-03T19:40:00+02:00,2023-08-03,19:40:00,1.103,49.442,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-03T20:00:00+02:00,2023-08-03,20:00:00,1.243,49.409,76448,76,Montmain,MÃ©tropole Rouen Normandie,France,1,C,12048,21,NON
17339243,1adca18b-82c2-45a7-8525-3f2e60193957,2023-08-03T19:40:00+02:00,2023-08-03,19:40:00,1.087,49.428,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-03T20:10:00+02:00,2023-08-03,20:10:00,1.083,49.511,76367,76,Houppeville,MÃ©tropole Rouen Normandie,France,1,C,17998,27,NON
17339251,5c991bd9-67f8-4be8-8f5b-0afe65984afb,2023-08-03T19:40:00+02:00,2023-08-03,19:40:00,1.09,49.441,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-03T20:10:00+02:00,2023-08-03,20:10:00,1.103,49.341,76484,76,Oissel,MÃ©tropole Rouen Normandie,France,1,C,17924,27,NON
17339272,321ae219-5e29-485b-abce-b272fdb9117a,2023-08-03T19:40:00+02:00,2023-08-03,19:40:00,1.035,49.3,76561,76,Saint-Aubin-lÃ¨s-Elbeuf,MÃ©tropole Rouen Normandie,France,2023-08-03T20:00:00+02:00,2023-08-03,20:00:00,1.091,49.443,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,25493,27,NON
17339279,321ae219-5e29-485b-abce-b272fdb9117a,2023-08-03T19:40:00+02:00,2023-08-03,19:40:00,1.035,49.3,76561,76,Saint-Aubin-lÃ¨s-Elbeuf,MÃ©tropole Rouen Normandie,France,2023-08-03T20:10:00+02:00,2023-08-03,20:10:00,1.091,49.443,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,25493,27,NON
17339154,ec7bad68-7e26-4fe5-81ea-4bb20227ce1a,2023-08-03T19:50:00+02:00,2023-08-03,19:50:00,1.202,49.44,76591,76,Saint-Jacques-sur-DarnÃ©tal,MÃ©tropole Rouen Normandie,France,2023-08-03T20:00:00+02:00,2023-08-03,20:00:00,1.123,49.441,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,6675,13,NON
17339173,ab9c3259-eab0-4be3-8b4d-129116557838,2023-08-03T19:50:00+02:00,2023-08-03,19:50:00,1.103,49.431,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-03T20:00:00+02:00,2023-08-03,20:00:00,1.079,49.444,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,2640,10,NON
17339126,ec7bad68-7e26-4fe5-81ea-4bb20227ce1a,2023-08-03T19:50:00+02:00,2023-08-03,19:50:00,1.202,49.44,76591,76,Saint-Jacques-sur-DarnÃ©tal,MÃ©tropole Rouen Normandie,France,2023-08-03T20:00:00+02:00,2023-08-03,20:00:00,1.123,49.441,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,6675,14,NON
17339231,bfd230bf-99e1-4fe9-8b55-1520cd77c29d,2023-08-03T19:50:00+02:00,2023-08-03,19:50:00,1.111,49.447,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-03T20:10:00+02:00,2023-08-03,20:10:00,1.042,49.416,76322,76,Le Grand-Quevilly,MÃ©tropole Rouen Normandie,France,1,C,8947,20,NON
17339306,3cce2b2d-8118-4366-9079-62a1badb5252,2023-08-03T19:50:00+02:00,2023-08-03,19:50:00,1.129,49.428,76103,76,Bonsecours,MÃ©tropole Rouen Normandie,France,2023-08-03T20:10:00+02:00,2023-08-03,20:10:00,1.093,49.452,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,1,C,8190,17,NON
17339318,45e188f5-a031-41e5-8de8-a224e793b611,2023-08-03T19:50:00+02:00,2023-08-03,19:50:00,1.071,49.427,76540,76,Rouen,MÃ©tropole Rouen Normandie,France,2023-08-03T20:10:00+02:00,2023-08-03,20:10:00,1.034,49.505,76366,76,Le Houlme,MÃ©tropole Rouen Normandie,France,1,C,14651,22,NON
